Age,Gender,Annual_Income,Employment_Years,Existing_Debt,Credit_History_Years,Num_Credit_Accounts,Late_Payments,Loan_Amount,Credit_Score
50.0,Female,74532,7.7,37642,26.8,7,1,40202,580
21.0,Male,37575,15.6,7953,1.7,4,2,23601,566
41.0,Male,101249,9.9,32121,18.1,6,1,15354,624
40.0,Female,32121,11.2,16526,11.3,5,0,25321,615
45.0,Male,74325,5.6,28261,25.3,9,3,54753,612
52.0,Male,122035,6.6,61751,25.1,7,2,62534,600
44.0,Male,28502,12.0,5835,16.8,2,0,30979,607
55.0,Female,33961,11.6,16934,31.4,5,2,20569,587
51.0,Male,47420,10.5,4270,25.0,7,1,40415,649
40.0,Male,36572,5.2,16478,14.4,10,3,28664,605
41.0,Male,72788,10.2,41271,16.9,5,2,20908,548
42.0,Male,95551,7.0,28545,15.0,6,0,43806,588
21.0,Male,39212,4.5,21132,1.0,6,0,10739,531
38.0,Female,33755,4.5,13849,8.1,6,1,16902,544
50.0,Female,157537,6.9,21720,31.6,4,0,122708,634
39.0,Female,50875,5.2,13534,14.7,4,0,35339,590
21.0,Female,46725,2.1,10184,1.0,4,3,53211,461
53.0,Female,46028,7.0,9683,22.2,5,2,44718,581
24.0,Male,33773,17.6,13398,1.0,6,0,23763,605
40.0,Male,78327,11.4,45283,19.4,6,2,19250,621
37.0,Female,55115,4.3,16277,5.0,7,0,41811,572
29.0,Male,99383,16.6,27883,8.5,5,1,31382,639
47.0,Male,52938,10.4,24007,24.0,2,1,66136,596
51.0,Male,70786,11.3,9536,25.7,5,2,16434,608
55.0,Male,184451,12.7,79074,31.7,6,2,160264,643
41.0,Female,65821,4.6,35363,16.4,4,0,55877,581
39.0,Male,38363,4.7,21349,11.7,5,0,16465,562
44.0,Male,44859,5.8,20274,12.1,3,1,52579,575
60.0,Male,47850,8.8,10570,40.0,4,3,17738,631
45.0,Male,66634,5.2,5742,24.2,6,0,65217,648
28.0,Female,48737,10.1,14216,1.0,6,1,41330,556
34.0,Male,41335,7.1,26560,14.5,6,0,42474,594
35.0,Male,122499,3.6,27214,16.9,4,0,94419,608
34.0,Female,40279,11.5,5846,6.6,4,1,10666,607
40.0,Male,119866,6.4,25310,9.7,7,3,65999,574
38.0,Male,39950,2.3,6258,10.0,2,3,24788,471
30.0,Male,70020,2.4,7786,9.1,7,1,31088,546
21.0,Male,22500,4.6,6825,1.0,4,1,20402,565
51.0,Female,132681,9.9,76766,22.1,4,0,118702,576
42.0,Male,43882,6.1,15860,13.7,5,2,39835,557
46.0,Male,33549,8.0,5365,24.7,4,2,30377,630
33.0,Female,102254,15.2,28632,5.6,4,0,112192,584
34.0,Female,55976,7.2,5046,2.1,4,1,64424,528
45.0,Male,67247,0.2,21455,17.4,7,1,83080,559
44.0,Female,99209,3.3,34288,15.9,7,0,26879,622
,Female,53392,8.6,18194,1.0,5,1,45244,551
30.0,Male,58180,11.4,15093,1.0,6,1,59193,532
53.0,Male,58384,8.7,28567,21.3,3,0,65144,584
30.0,Female,40600,6.9,3492,1.0,5,1,21888,556
35.0,Female,50643,4.9,22884,6.1,4,2,48451,502
40.0,Male,99431,4.5,42618,19.0,4,0,27168,607
51.0,Female,79536,11.6,29551,28.5,1,1,77038,607
36.0,Female,37173,2.9,3355,10.8,6,3,44234,518
58.0,Male,56999,8.6,19150,26.6,3,3,45632,574
34.0,Male,50014,1.6,8936,6.8,7,1,38176,505
34.0,Male,47617,3.6,4529,13.8,8,4,32795,544
41.0,Female,23520,3.7,2033,21.0,8,2,6867,593
30.0,Male,64031,13.0,19390,5.2,5,1,78943,610
38.0,Male,37748,8.1,21250,12.2,5,0,13647,588
35.0,Female,18633,8.0,7250,6.2,3,2,10342,495
28.0,Female,75784,10.9,6677,1.0,5,3,12535,566
41.0,Female,34257,14.3,7807,18.3,4,2,39374,617
54.0,Male,75566,4.7,32482,22.5,4,1,61241,587
39.0,Female,55625,10.3,4828,20.7,3,0,59467,650
40.0,Female,31607,6.4,2559,9.9,2,3,19824,546
54.0,Female,57516,7.1,16310,25.1,8,0,24174,656
32.0,Male,122734,3.9,60871,11.1,5,0,97562,543
70.0,Male,53745,2.0,31563,40.0,3,2,11485,606
40.0,Male,168736,2.4,64682,12.2,6,0,140820,571
43.0,Male,41127,19.3,7641,14.0,8,1,34945,664
32.0,Female,35887,8.5,11642,9.8,3,3,20161,555
52.0,Male,76767,11.5,41370,25.8,5,1,52829,617
31.0,Male,75377,15.8,11129,2.7,8,2,80485,577
42.0,Female,44844,8.0,28101,17.7,7,1,13174,560
29.0,Male,48563,9.7,24994,5.8,10,0,60228,580
32.0,Female,67301,7.5,23623,1.5,7,1,68426,543
34.0,Female,116737,9.7,46112,10.7,9,1,145663,601
27.0,Female,49498,1.3,30618,1.0,3,1,61194,504
53.0,Female,78771,13.1,33503,23.6,9,2,63168,673
28.0,Female,31468,8.7,19474,1.0,6,1,37505,542
30.0,Male,86373,9.9,22327,10.6,5,2,45544,586
26.0,Male,77744,9.2,28982,1.0,5,0,28895,562
28.0,Female,168902,8.1,44644,1.0,2,0,180000,539
24.0,Female,69625,6.5,36102,1.0,6,2,22202,547
30.0,Male,49809,7.0,9592,1.0,6,0,56099,551
33.0,Female,69672,24.9,7386,10.2,5,1,67608,650
48.0,Male,47487,12.3,23053,21.2,3,1,51602,573
36.0,Male,80842,10.7,34845,14.7,5,3,81402,552
61.0,Female,45554,10.0,27120,29.2,2,1,56220,599
38.0,Female,20078,5.2,7059,19.0,4,1,22259,541
39.0,Female,34645,5.6,21457,9.7,4,1,21043,556
47.0,Female,82382,13.0,43697,24.2,8,1,88877,621
25.0,Male,66124,17.1,34480,1.0,3,2,42864,595
28.0,Female,80157,2.6,28398,7.0,4,0,45453,580
36.0,Female,35652,11.8,8149,14.5,3,0,18133,603
45.0,Male,22549,6.0,8548,13.5,5,1,4448,572
45.0,Male,71047,8.7,14705,17.8,4,1,54080,557
28.0,Male,38745,12.6,18106,2.6,7,2,36287,558
32.0,Male,97402,8.6,22285,5.5,1,2,54479,531
31.0,Male,110244,9.2,49220,12.7,6,2,76306,612
42.0,Female,51347,11.9,31129,11.2,5,3,46447,524
43.0,Female,70406,11.1,44749,12.4,7,5,86924,484
57.0,Male,35055,7.3,17004,28.0,6,2,21084,578
54.0,Female,58453,3.2,30791,30.0,1,2,66123,560
56.0,Male,38804,3.3,9919,33.7,4,1,46201,548
41.0,Male,59567,8.5,37858,23.0,5,1,38239,592
48.0,Female,57694,15.1,15967,29.9,11,2,62546,678
36.0,Male,35376,10.3,2875,5.0,6,0,10593,600
26.0,Male,41132,5.4,22972,1.7,2,1,42164,495
25.0,Female,43786,13.2,5528,1.0,6,3,22524,572
38.0,Female,29162,14.0,16931,10.0,8,2,6601,632
36.0,Male,163520,1.9,47489,11.4,3,1,82925,565
50.0,Male,103207,15.0,11533,18.0,2,3,125073,601
63.0,Female,35815,6.8,19855,39.5,5,2,27927,591
61.0,Male,84820,2.4,13957,31.9,4,2,53718,603
52.0,Male,62537,10.7,7003,23.1,4,0,38297,639
28.0,Female,131019,9.5,40009,9.3,10,2,110048,587
34.0,Male,105801,9.2,27434,8.3,3,3,126473,498
46.0,Female,32461,9.3,15794,15.2,11,1,26139,629
39.0,Female,63129,6.1,12108,15.9,5,0,10993,591
30.0,Male,45433,20.5,27252,1.0,4,3,29587,569
46.0,Male,52422,10.3,10577,20.1,9,0,8403,677
35.0,Male,68873,5.7,27991,13.8,6,1,28096,554
66.0,Male,45553,6.7,27370,36.9,5,1,45473,652
52.0,Female,51924,11.4,4514,21.5,5,2,13625,635
37.0,Male,100023,25.7,12081,15.0,10,0,60935,726
45.0,Female,76243,7.8,27800,14.3,4,0,69642,552
28.0,Male,36765,4.2,3977,1.0,5,0,27476,560
43.0,Male,53596,7.5,15596,17.5,5,2,40786,588
,Male,68920,17.7,22024,1.0,5,4,56232,568
22.0,Male,57052,0.9,21169,3.9,4,2,33699,496
24.0,Male,43190,13.5,15087,1.0,3,1,25982,572
35.0,Male,52256,3.9,8653,16.1,3,2,31977,590
24.0,Female,63233,4.9,37106,1.5,5,2,42673,480
39.0,Female,39409,3.1,22046,9.1,10,2,27879,536
,Female,70643,8.1,9771,24.7,7,1,68171,642
36.0,Female,31250,8.4,20306,8.4,1,1,37892,519
40.0,Female,35887,11.8,8726,14.7,8,0,26983,612
47.0,Male,36357,5.1,22219,26.3,6,0,7769,627
51.0,Male,34978,6.0,19167,22.0,10,0,5365,654
51.0,Male,80440,5.2,16564,19.6,5,1,41587,595
34.0,Male,29861,9.0,4212,5.5,6,2,9421,570
56.0,Male,69666,22.6,30225,32.7,6,1,86054,730
33.0,Female,63678,6.7,14853,9.3,5,2,19955,577
33.0,Male,28899,7.9,7439,4.1,9,3,35497,538
52.0,Male,56371,15.7,31291,33.2,6,1,14518,664
30.0,Male,65710,20.1,24443,8.6,8,1,61896,662
53.0,Male,45481,4.3,16356,33.2,1,0,39898,605
28.0,Male,77514,4.0,7279,8.9,2,2,50591,548
38.0,Male,50991,8.3,29172,9.6,5,2,33362,539
30.0,Male,48459,1.8,25764,2.6,3,1,39552,490
59.0,Female,81176,5.8,41233,27.1,4,1,91842,577
27.0,Male,47267,11.7,22834,3.5,5,1,33614,558
64.0,Male,54403,16.0,18655,33.1,5,2,25832,609
39.0,Male,96373,4.1,47175,18.1,5,0,116334,527
52.0,Male,64254,4.9,32766,28.3,6,2,52651,556
36.0,Male,72190,7.5,24700,10.7,3,2,56261,549
28.0,Female,74050,8.1,31185,1.0,2,3,32137,454
23.0,Male,29639,3.7,14593,1.0,4,4,26166,490
21.0,Male,55982,6.7,6387,1.0,5,1,69705,565
42.0,Female,61550,5.4,19824,21.1,6,3,29790,582
29.0,Male,123354,5.9,47809,6.5,4,1,40093,532
24.0,Male,30196,5.3,10058,1.0,5,0,10511,538
48.0,Male,49047,5.7,16124,24.0,6,1,45674,615
61.0,Male,127654,15.4,43878,39.0,6,1,110371,722
47.0,Female,82668,11.7,16824,22.2,7,0,95936,638
45.0,Male,103160,8.4,34321,22.0,3,1,83328,606
64.0,Female,31274,9.4,16647,40.0,2,2,28544,628
25.0,Male,51145,15.5,9266,4.8,6,0,57132,616
33.0,Male,93490,22.1,18564,13.2,5,2,102360,657
51.0,Female,73626,9.1,31679,23.0,7,0,30357,665
40.0,Male,70965,8.8,26008,11.0,5,1,48866,567
21.0,Male,68716,1.8,11712,1.0,5,1,37358,551
27.0,Male,112029,3.4,26311,1.0,6,2,87073,499
33.0,Male,71905,9.5,8647,3.5,4,4,14868,534
63.0,Male,34538,8.1,2916,34.7,5,0,39597,648
25.0,Male,40669,4.9,15986,2.9,4,1,13443,481
36.0,Male,34083,5.0,18179,16.4,4,1,14715,564
26.0,Male,91239,7.5,17628,1.0,4,0,83218,514
41.0,Female,57002,7.6,12705,19.7,6,2,15273,618
61.0,Male,111626,13.9,71406,34.5,6,1,117549,624
44.0,Male,38638,3.3,15404,20.2,7,0,29241,600
37.0,Female,30232,9.9,8371,5.3,6,0,14958,605
,Male,47057,8.0,12410,14.7,7,1,57906,560
41.0,Male,89844,13.5,46075,15.2,5,0,20663,664
45.0,Male,35657,6.7,16270,24.3,5,1,15054,596
40.0,Male,74351,6.6,9530,17.5,6,2,88897,591
27.0,Female,52926,6.7,8607,7.6,7,2,9104,554
51.0,Male,30505,3.0,15265,30.7,6,1,26086,603
23.0,Female,37980,5.2,10215,1.0,8,0,33958,548
44.0,Female,80323,1.9,33434,14.4,3,3,37208,521
21.0,Female,95831,11.4,38985,1.0,5,0,21521,564
57.0,Female,21389,17.2,8217,28.8,6,0,16497,678
36.0,Male,47973,8.3,21645,15.1,6,2,58266,571
21.0,Female,46039,12.3,6153,2.2,3,2,7410,550
48.0,Female,55625,0.8,25593,16.3,8,3,60343,500
41.0,Female,27861,9.8,16030,20.7,4,1,9108,584
29.0,Male,34130,10.7,14177,7.4,8,2,8819,570
28.0,Male,66327,14.2,41276,7.3,7,1,52132,562
36.0,Male,36387,4.1,4275,15.4,7,1,35817,546
45.0,Female,24903,5.7,15073,19.2,5,2,30522,552
32.0,Male,53166,15.5,21545,6.0,8,2,15604,605
25.0,Male,109329,5.8,46693,1.0,5,1,40573,495
38.0,Female,50152,7.6,5974,12.8,6,1,61187,569
35.0,Male,37131,19.5,20389,12.2,4,0,29799,636
50.0,Female,68712,5.4,31704,21.5,3,3,19129,546
42.0,Male,94940,18.5,11830,22.2,4,2,73316,619
38.0,Male,83234,9.5,46054,16.2,5,2,67786,566
48.0,Male,56522,7.5,23613,16.9,5,1,38123,608
30.0,Female,127203,6.2,52581,4.8,4,2,100494,530
39.0,Male,111879,2.7,58863,11.8,3,2,113452,497
45.0,Female,26440,7.4,11638,15.3,3,2,21654,542
21.0,Female,36777,11.9,22662,1.0,5,1,16698,564
35.0,Female,240684,7.2,25490,9.9,4,0,180000,635
30.0,Female,53161,5.4,28043,1.0,7,3,56092,531
34.0,Male,67469,21.5,41266,8.5,5,0,26059,612
34.0,Male,147542,6.3,54476,3.9,3,1,79406,545
49.0,Female,78022,14.7,40986,21.2,4,0,67023,614
34.0,Female,45951,1.8,13050,14.2,10,1,15024,564
,Male,30827,12.0,6762,39.2,5,1,38497,673
26.0,Male,102205,15.5,32241,1.0,6,2,118057,532
31.0,Female,62880,7.8,18349,3.1,4,1,64870,554
21.0,Male,47360,6.5,12355,1.2,8,3,18218,528
25.0,Female,54981,5.9,30205,1.0,5,2,26785,530
55.0,Male,76828,18.0,22767,36.1,3,1,32462,684
40.0,Female,162864,3.9,20402,14.2,6,1,101813,598
46.0,Female,236339,8.0,101283,15.3,7,1,180000,583
25.0,Female,76632,6.2,17526,1.5,3,2,94125,507
41.0,Female,38119,19.3,20357,12.6,2,0,23710,584
25.0,Male,49071,2.8,11435,1.0,4,0,19223,508
21.0,Male,52886,11.1,24787,1.0,4,2,26321,552
43.0,,73628,8.4,39968,14.8,6,2,84983,492
46.0,Male,41681,8.6,5782,14.8,6,0,33822,631
25.0,Male,79138,5.7,34225,1.0,8,2,47243,547
26.0,Male,67042,4.4,9623,2.6,7,1,59917,549
33.0,Female,29133,17.3,4226,2.9,7,2,32022,581
24.0,Female,50057,8.6,15879,1.0,5,5,34722,484
35.0,Female,49650,13.2,28610,16.6,3,2,46473,567
38.0,Female,71866,5.3,27402,6.4,6,0,18971,571
28.0,Male,43279,1.4,17072,2.8,4,3,21757,466
65.0,Female,38997,4.6,14268,40.0,6,2,36895,620
42.0,Male,49315,7.8,17672,21.9,5,2,60724,583
36.0,Male,101061,8.8,8377,15.7,5,0,98737,575
24.0,Male,76761,2.3,7839,2.3,7,1,17331,600
68.0,Male,56114,10.7,35187,39.6,2,3,21242,579
27.0,Female,37801,4.9,22566,2.7,6,2,7940,513
43.0,Female,41599,4.4,12471,14.0,8,2,36690,529
55.0,Male,67021,5.8,37095,29.6,5,2,58512,526
31.0,Male,63314,10.4,7173,13.0,7,2,50640,609
56.0,Male,57792,4.5,18369,25.7,6,0,14437,655
52.0,Male,186080,4.7,88716,27.0,4,2,85304,584
45.0,Male,99743,3.5,16329,16.6,5,1,80449,566
46.0,Male,83924,4.9,8745,14.8,3,1,90189,563
36.0,Female,99771,13.5,53551,11.2,4,2,17144,596
38.0,Female,19655,10.4,2561,19.7,1,1,10526,590
27.0,Female,52505,7.7,6148,3.2,3,1,14061,524
69.0,Female,94542,13.6,12353,40.0,7,1,106548,729
21.0,Female,21618,21.6,9189,1.0,5,2,25420,571
40.0,Male,39541,9.8,14958,9.2,3,1,37785,546
32.0,Male,43385,14.4,15588,11.1,1,1,44359,582
28.0,Female,164697,4.3,65091,4.3,6,0,102708,558
53.0,Male,175129,8.9,40163,29.4,6,0,129038,678
32.0,Female,43924,1.4,18465,1.0,4,1,29167,532
63.0,Male,39481,3.5,5746,40.0,4,4,28661,632
33.0,Male,33638,8.7,6239,2.7,3,0,21271,537
63.0,Male,34652,12.7,7315,38.3,4,3,15756,675
48.0,Male,33117,10.7,20261,25.8,5,3,27775,602
33.0,Male,68166,9.9,6613,14.5,8,0,18728,621
31.0,Male,192098,8.7,39579,6.2,8,1,173192,589
39.0,Male,81442,2.1,50477,18.3,5,3,55183,528
49.0,Male,98101,1.5,33518,25.2,3,3,101590,531
29.0,Female,81199,12.0,25556,3.5,4,0,38741,566
40.0,Female,106037,10.6,44107,21.9,6,4,103488,550
21.0,Male,91114,9.9,28263,1.0,5,3,14635,534
30.0,Male,64979,10.3,40809,5.8,4,0,78047,550
26.0,Male,34816,8.3,20609,1.0,3,4,40107,460
54.0,Female,127650,6.6,54718,30.7,4,2,127810,604
41.0,Male,43815,3.2,24821,9.8,6,2,12059,538
34.0,Female,112883,12.1,44507,5.1,7,2,127397,585
21.0,Female,69808,1.0,44404,1.0,2,8,31923,408
49.0,Male,43447,6.9,21882,20.6,5,2,36729,585
44.0,Male,52402,8.5,14196,24.2,5,1,37019,638
51.0,Male,105055,6.6,30919,32.0,5,2,47780,631
21.0,Male,102934,2.4,28539,1.0,3,2,88790,511
70.0,Male,102795,4.1,26035,40.0,4,0,97645,660
53.0,Female,126732,13.1,34664,24.0,6,0,100216,686
47.0,Female,70724,6.7,24470,28.0,5,2,61080,621
43.0,Male,34287,7.8,19972,15.5,4,0,35879,603
34.0,Male,33398,8.9,18169,7.1,2,2,18728,520
33.0,Male,45403,4.4,12380,9.9,3,1,27150,523
21.0,Female,52579,7.6,6076,1.0,3,0,65087,551
34.0,Female,37555,2.0,16333,2.7,4,1,39556,512
26.0,Female,78443,8.1,36386,7.9,7,1,19004,612
51.0,Male,43242,7.5,12620,24.7,4,2,8610,602
45.0,Male,130791,3.2,52010,22.1,6,1,125897,565
58.0,Male,26023,15.6,11022,38.8,3,0,7394,700
32.0,Female,51278,5.0,14558,9.1,10,3,33924,551
22.0,Male,75868,20.0,19544,1.0,7,2,59742,594
30.0,Female,82489,30.1,27191,2.1,3,5,18047,633
46.0,Male,48530,6.8,29304,20.4,5,2,58981,561
42.0,Female,19037,5.7,6237,23.1,2,1,10551,569
38.0,Male,71042,7.7,9291,18.2,6,1,20935,621
36.0,Male,45924,5.4,11000,12.7,4,0,42429,589
36.0,Male,83944,20.1,45725,16.5,7,1,93997,614
29.0,Male,57570,14.4,18278,3.2,5,1,60753,575
44.0,Female,145378,4.6,53954,22.1,4,1,142998,557
25.0,Female,28384,4.9,8267,1.0,5,2,34031,494
48.0,Male,81958,5.0,44881,19.6,4,4,84465,560
36.0,Male,50434,2.7,6447,7.4,5,1,35188,561
37.0,Female,39192,8.4,6641,7.6,6,0,31878,603
59.0,Female,58859,10.2,22063,38.1,6,3,25732,622
38.0,Male,27139,3.6,9569,15.8,2,3,15939,521
54.0,Female,34690,10.2,5543,27.3,4,2,17142,593
62.0,Male,51724,5.5,7217,38.6,5,1,16694,612
47.0,Male,47021,2.3,29867,21.0,5,0,21894,574
32.0,Female,31325,10.2,14755,4.0,4,0,37053,589
21.0,Male,20843,12.8,9584,2.8,2,0,15645,571
43.0,Female,84690,4.7,53715,24.7,3,3,80002,560
48.0,Female,23667,8.3,8518,26.4,7,4,10185,590
26.0,Female,25529,9.8,14068,1.0,3,2,15773,520
50.0,Male,34699,1.0,11417,26.8,6,2,27042,557
52.0,Female,112697,7.5,38378,23.3,8,1,81817,618
29.0,Male,47715,11.8,29102,10.2,5,3,55741,528
50.0,Male,57326,5.5,29147,20.9,7,0,14824,633
39.0,Male,48452,17.4,5734,16.9,7,1,53601,663
51.0,Male,82410,2.9,50778,28.2,3,1,22013,600
28.0,Female,44669,27.9,26101,7.2,12,1,36387,673
37.0,Male,47594,7.1,24588,6.2,5,0,27324,538
40.0,Male,46688,5.2,26540,11.2,6,1,16693,562
57.0,Male,31118,8.0,6495,36.9,7,4,28196,611
44.0,Male,92858,5.5,25952,25.9,6,1,111601,581
39.0,Male,37313,4.9,19755,7.2,3,1,24280,492
37.0,Male,58676,22.8,11293,7.4,9,0,22900,677
69.0,Female,75563,4.9,47117,40.0,4,0,33265,608
34.0,,77756,4.6,29256,11.5,6,1,11700,587
41.0,Male,139153,15.2,12036,15.2,10,1,64218,658
30.0,Male,38330,8.1,3941,1.0,6,3,44274,538
51.0,Female,80807,14.0,18875,28.7,7,0,94240,682
31.0,Female,67702,4.8,32054,2.9,6,0,22002,521
39.0,Female,35738,9.5,9874,13.9,6,0,41344,621
42.0,Male,60120,1.5,11050,17.1,7,0,69604,578
32.0,Female,66390,5.8,30929,9.5,4,3,14455,532
21.0,Male,49131,8.9,27053,1.0,10,0,31293,615
34.0,Male,18000,7.3,3844,5.7,6,1,5929,520
44.0,Male,46138,7.2,12214,19.8,4,1,12589,604
36.0,Male,106605,10.4,32030,14.1,3,1,106168,566
47.0,Male,54254,3.5,10254,21.6,5,1,17108,588
42.0,Male,40787,1.7,14781,12.9,7,1,11266,576
33.0,Female,63640,3.1,22719,4.3,7,3,14998,524
35.0,Female,93048,12.0,10899,4.6,5,1,60975,584
27.0,Female,62423,10.1,14162,1.0,7,2,73984,533
41.0,Male,90205,2.6,40129,11.2,8,1,41434,581
69.0,Male,41500,6.4,6580,40.0,9,0,27381,701
60.0,Male,45274,7.3,20823,38.4,5,1,25967,639
55.0,Male,53356,2.6,17854,29.9,2,0,42887,621
40.0,Male,34179,9.0,20029,19.5,6,1,35048,615
37.0,Female,83865,7.7,41049,18.6,4,2,65849,572
35.0,Female,39914,7.8,7013,7.3,3,0,24868,548
30.0,Female,40600,6.9,3492,1.0,5,1,21888,556
38.0,Female,25424,6.1,4883,13.9,4,0,11614,610
45.0,Male,81741,4.2,31111,25.0,3,2,23424,577
38.0,Male,153557,4.2,12437,18.9,7,1,122083,604
50.0,Male,34348,6.8,9105,18.9,2,1,18627,583
33.0,Female,81802,6.3,33404,4.0,3,1,68641,515
36.0,Male,44833,18.0,9996,6.4,4,2,15760,579
47.0,Female,152179,4.5,57870,26.2,6,1,163317,592
37.0,Female,31521,2.7,10642,5.2,10,1,22967,563
50.0,Female,83750,4.9,8715,29.1,8,1,88075,679
55.0,Female,45576,6.7,11992,31.8,7,3,13789,582
44.0,Female,108417,6.0,45921,23.1,5,1,90278,575
34.0,Male,67452,13.2,23590,2.0,5,0,17375,586
33.0,Male,50124,21.1,30094,6.9,3,3,48139,561
45.0,Male,268732,4.4,52588,21.0,5,0,95504,700
46.0,Male,83526,11.2,43857,16.4,3,3,48971,564
55.0,Female,62482,10.1,13433,35.1,8,0,58271,700
38.0,Male,75133,5.7,36400,6.6,12,2,43802,592
36.0,Female,144825,12.9,12297,15.2,6,1,53766,653
24.0,Male,80014,8.2,21671,1.0,8,1,39620,609
33.0,Female,36944,6.5,12504,2.5,4,2,30224,536
34.0,Male,24188,9.0,11417,14.4,8,0,28638,588
44.0,Male,74430,4.9,27870,23.5,4,3,42696,563
39.0,Female,125125,13.2,35171,18.5,5,2,85913,622
22.0,Male,79248,9.6,32471,1.0,4,1,96023,488
31.0,Female,51817,7.7,4602,4.3,5,2,63030,523
44.0,Male,38766,7.9,17752,21.9,5,1,34055,561
47.0,Male,33907,1.9,12705,25.4,4,1,29908,565
40.0,Female,35095,2.7,20134,8.3,5,1,37822,525
41.0,Female,174153,10.6,103013,9.8,5,4,138536,497
35.0,Female,33318,13.8,20853,6.1,4,0,39209,597
39.0,Male,70902,3.8,22609,10.9,5,2,70142,485
29.0,Male,51758,17.4,6515,7.4,2,0,54730,631
42.0,Male,103634,4.6,20194,11.6,5,1,103081,546
27.0,Male,50632,7.1,32596,1.0,6,1,31534,537
30.0,Female,59301,4.4,25283,3.5,1,3,25918,450
38.0,Male,69486,6.8,40400,15.8,6,0,49451,590
21.0,Male,149931,10.1,15933,1.0,10,3,176505,562
54.0,Male,38560,9.3,19614,22.4,8,2,15080,594
36.0,Female,26400,9.5,13437,12.6,1,2,26467,562
32.0,Male,73027,7.4,35873,2.4,4,0,52325,547
46.0,Female,49194,8.3,16925,21.9,5,2,46692,588
45.0,Male,70284,4.2,39983,26.8,3,1,70256,573
39.0,Male,93546,4.5,15103,8.3,3,1,38009,570
31.0,Male,64962,1.2,40703,6.8,4,1,74106,450
41.0,Male,150191,4.1,60645,10.1,4,2,94022,523
39.0,Male,84995,2.4,37686,13.3,2,1,100069,495
34.0,Male,57313,5.5,32789,5.2,4,4,10108,475
37.0,Female,42327,18.2,3822,17.7,11,3,12286,652
39.0,Male,39050,5.0,4857,11.4,4,0,40008,544
32.0,Female,67071,4.9,14154,1.5,8,1,50901,529
46.0,Male,64704,6.6,10640,26.5,8,2,35392,644
51.0,Male,46807,24.4,4865,25.1,6,5,9582,656
35.0,Male,27394,7.3,9599,3.6,5,3,30370,534
28.0,Female,26771,2.2,15763,4.6,5,1,8985,538
36.0,Male,18000,2.1,2000,6.6,3,1,11205,526
38.0,Male,103104,10.9,26345,14.3,4,0,49441,600
46.0,Male,98370,3.2,41841,16.9,3,1,80394,559
35.0,Male,111284,5.9,70957,3.3,5,0,30811,558
48.0,Male,31178,2.0,8401,26.2,4,1,17747,597
35.0,Male,75772,5.5,16342,10.5,4,1,24809,559
54.0,Male,50730,6.8,11619,25.1,4,1,35122,608
45.0,Male,71697,9.5,25328,16.6,5,1,74320,609
45.0,Male,63928,3.6,27547,14.7,2,1,55117,549
28.0,Male,21268,9.4,6433,6.6,5,0,9070,577
39.0,Male,35677,6.4,17522,10.1,4,2,9570,541
42.0,Male,97299,5.5,62202,14.2,3,2,75697,574
33.0,Male,57938,7.0,32520,5.4,4,1,67487,542
21.0,Female,104193,5.8,23440,1.0,5,1,44819,566
40.0,Male,51252,2.9,8533,13.5,7,4,50506,549
29.0,Female,52551,7.8,27774,1.0,4,0,51744,535
33.0,Female,176130,3.1,68415,7.9,6,0,158107,527
37.0,Male,25658,13.1,3009,6.7,11,1,27327,588
51.0,Male,34245,6.8,10634,27.7,2,0,36887,595
37.0,Female,68334,12.0,37185,6.4,4,0,47421,595
37.0,Male,48589,2.1,25793,9.7,6,1,51463,543
57.0,Female,97048,7.5,13069,25.4,4,1,16610,641
32.0,Female,58828,8.5,35279,11.9,3,1,56074,562
40.0,,59864,5.1,31816,16.9,2,2,51809,533
21.0,Male,34749,12.2,16833,1.0,9,1,15755,605
47.0,Female,34550,1.7,16788,18.2,4,2,33834,531
52.0,Male,88110,7.7,18025,25.0,10,0,58517,651
54.0,Male,75470,12.7,15396,28.5,3,3,82584,623
70.0,Male,57099,8.1,25411,40.0,8,0,19973,687
37.0,Male,68037,6.8,32425,8.2,3,0,16256,537
29.0,Female,119235,9.9,69461,5.3,3,2,102828,560
42.0,Male,51978,12.9,27497,13.3,7,3,27949,604
38.0,Female,56139,17.4,15749,8.3,9,4,61636,536
55.0,Male,100015,11.8,35900,26.3,8,1,29552,707
28.0,Female,53468,18.4,25230,8.0,5,0,41629,636
44.0,Male,32367,14.3,13123,22.3,4,3,36791,549
39.0,Male,24423,7.6,8166,7.0,5,1,7682,592
29.0,Male,41394,5.4,8659,7.2,5,3,45757,540
48.0,Female,82828,7.6,25839,16.5,6,3,29388,589
28.0,Female,42486,12.2,15034,1.0,5,0,26227,582
45.0,Male,55967,10.0,11925,13.1,4,0,13080,596
60.0,Female,76164,15.2,48765,38.0,6,2,18963,736
39.0,Male,47247,12.6,12089,8.0,4,0,44469,567
48.0,Male,126753,15.9,79674,20.2,5,2,89054,594
29.0,Female,57230,4.8,33884,1.2,4,4,57771,462
24.0,Male,45041,6.6,25198,1.3,6,2,33790,504
38.0,Male,87048,11.1,22048,18.0,3,3,57250,569
60.0,Female,88081,5.7,41301,40.0,8,2,105886,598
37.0,Male,62892,12.0,31773,11.8,1,1,56638,568
25.0,Female,39011,3.3,23925,1.9,5,0,23624,494
64.0,Female,46800,5.2,11024,40.0,5,1,48236,644
